VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJYGDEE6L,King,Shoreline,WA,98133.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,70159,32.0,218536860,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020700.0
1G1FX6S06H,King,Seattle,WA,98115.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,148928,43.0,344298104,POINT (-122.3008235 47.6862671),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002600.0
5YJXCDE28J,King,Seattle,WA,98105.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,178564,43.0,253774601,POINT (-122.304212 47.664294),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004402.0
5YJSA1E15H,King,Redmond,WA,98052.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,41637,48.0,227234024,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022802.0
5YJSA1E28G,King,Seattle,WA,98112.0,2016,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,145934,43.0,135850389,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400.0
5YJXCAE22G,King,Redmond,WA,98052.0,2016,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,152883,45.0,186243200,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJ3E1EB3J,King,Sammamish,WA,98074.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,138304,45.0,301633601,POINT (-122.0430602 47.6259676),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316.0
KNDCE3LG2K,King,Seattle,WA,98146.0,2019,KIA,NIRO,BEV,Clean Alternative Fuel Vehicle Eligible,239.0,110493,34.0,110174263,POINT (-122.3551826 47.5000521),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012100.0
5YJ3E1EB4J,King,Sammamish,WA,98074.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,105707,45.0,123481263,POINT (-122.0430602 47.6259676),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318.0
5YJ3E1EB6K,King,Bellevue,WA,98004.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,135434,48.0,104036901,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0
WP0AB2Y13M,King,Bellevue,WA,98004.0,2021,PORSCHE,TAYCAN,BEV,Clean Alternative Fuel Vehicle Eligible,203.0,132475,41.0,176307470,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902.0
5YJ3E1EA9L,Cowlitz,Longview,WA,98632.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,130768,19.0,144222368,POINT (-122.973463 46.15445),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015000902.0
5YJ3E1EA4J,Kitsap,Port Orchard,WA,98367.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,109469,35.0,345352766,POINT (-122.6530052 47.4739066),PUGET SOUND ENERGY INC,53035092901.0
5YJ3E1EA8J,King,Kirkland,WA,98033.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,75789,48.0,473517089,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.0
5YJ3E1EA7J,Cowlitz,Woodland,WA,98674.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,41682,20.0,152253573,POINT (-122.7050688 45.9237749),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001503.0
1G1FZ6S04K,King,Redmond,WA,98052.0,2019,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,126645,45.0,259940075,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJ3E1EB7L,King,Kirkland,WA,98033.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,126543,48.0,101976129,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501.0
5YJSA1E21K,King,Kirkland,WA,98033.0,2019,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,270.0,134005,45.0,183057752,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.0
5YJ3E1EA1J,King,Bellevue,WA,98004.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,173346,41.0,265847025,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.0
5YJ3E1EBXJ,Thurston,Rainier,WA,98576.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,104594,20.0,251261419,POINT (-122.6771414 46.8882415),PUGET SOUND ENERGY INC,53067012530.0
5YJSA1DN6D,King,Sammamish,WA,98074.0,2013,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,69900,45.0,256794744,POINT (-122.0430602 47.6259676),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316.0
5YJXCDE28H,King,Kirkland,WA,98034.0,2017,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,64739,1.0,308216702,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203.0
SADHD2S14K,King,Bothell,WA,98011.0,2019,JAGUAR,I-PACE,BEV,Clean Alternative Fuel Vehicle Eligible,234.0,179012,1.0,112079376,POINT (-122.201408 47.754528),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804.0
1G1FX6S02H,King,Seattle,WA,98115.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,118040,46.0,193081227,POINT (-122.3008235 47.6862671),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001900.0
1G1FY6S06K,King,Redmond,WA,98052.0,2019,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,139283,45.0,478494824,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJ3E1EB0L,King,Kirkland,WA,98034.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,66723,45.0,9135850,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005.0
5YJXCDE24H,King,Kent,WA,98031.0,2017,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,158745,11.0,329162466,POINT (-122.201564 47.402358),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306.0
5YJ3E1EBXJ,King,Bellevue,WA,98004.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,67267,41.0,475858757,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901.0
5YJSA1E26J,King,Bellevue,WA,98005.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,177451,41.0,182690112,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500.0
5YJXCBE29J,Clark,Battle Ground,WA,98604.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,80849,18.0,475272675,POINT (-122.5256203 45.7875036),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040407.0
5YJXCBE23J,King,Sammamish,WA,98075.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,91706,41.0,339670117,POINT (-122.0181135 47.5880568),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032207.0
5YJSA1E26J,Clark,Vancouver,WA,98662.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,139415,17.0,442292056,POINT (-122.579351 45.671668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709.0
KNDCC3LG5L,King,Kirkland,WA,98033.0,2020,KIA,NIRO,BEV,Clean Alternative Fuel Vehicle Eligible,239.0,153413,45.0,148054021,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402.0
5YJ3E1EA1L,King,Kirkland,WA,98034.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,113260,45.0,155047532,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904.0
5YJ3E1EA7K,King,Seattle,WA,98125.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,112370,46.0,235364825,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202.0
5YJXCBE22L,King,Kirkland,WA,98033.0,2020,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,293.0,177271,48.0,125869355,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501.0
5YJ3E1EA7L,King,Bellevue,WA,98004.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,137582,48.0,6381315,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0
5YJ3E1EB4L,King,Bellevue,WA,98004.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,133645,48.0,7829405,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0
5YJ3E1EBXK,King,Redmond,WA,98052.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,145749,45.0,154434185,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032330.0
1G1FY6S07K,King,Kent,WA,98030.0,2019,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,166718,47.0,2743037,POINT (-122.1994204 47.3741045),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029604.0
5YJ3E1EB9K,King,Redmond,WA,98052.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,179221,48.0,282915783,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032325.0
5YJ3E1EA7J,King,Bellevue,WA,98004.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,150085,48.0,240544986,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805.0
5YJ3E1EB7K,Clark,Vancouver,WA,98682.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,177088,17.0,477249216,POINT (-122.5286031 45.6686601),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713.0
5YJ3E1EBXL,Snohomish,Mill Creek,WA,98012.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,52644,44.0,251284911,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052008.0
1G1FZ6S04L,King,Seattle,WA,98122.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,155356,37.0,264455761,POINT (-122.3128637 47.6104992),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800.0
5YJ3E1EA0K,King,Redmond,WA,98052.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,146430,45.0,208436490,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0
5YJSA1H1XE,King,Seattle,WA,98177.0,2014,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,69900,36.0,203337438,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400.0
1G1FY6S04K,Kitsap,Bainbridge Island,WA,98110.0,2019,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,133062,23.0,211050563,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090700.0
5YJ3E1EB7J,Clark,Vancouver,WA,98685.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,146201,49.0,220359359,POINT (-122.688741 45.711311),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040904.0
5YJYGDEE7L,King,Seattle,WA,98102.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,122699,43.0,107565881,POINT (-122.3212726 47.6296532),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500.0
5YJ3E1EA1J,King,Bellevue,WA,98004.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,37097,48.0,236369220,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001.0
5YJSA1H14E,Snohomish,Snohomish,WA,98296.0,2014,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,69900,1.0,225773271,POINT (-122.121841 47.841036),PUGET SOUND ENERGY INC,53061052112.0
5YJ3E1EB3L,King,Seattle,WA,98125.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,98662,46.0,124098236,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200.0
5YJ3E1EC4L,King,Kirkland,WA,98034.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,308.0,87215,1.0,128756512,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022204.0
WA1LAAGE6K,King,Seattle,WA,98107.0,2019,AUDI,E-TRON,BEV,Clean Alternative Fuel Vehicle Eligible,204.0,172181,36.0,267690678,POINT (-122.3788863 47.6702397),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004703.0
KNDCE3LG2L,King,Seattle,WA,98199.0,2020,KIA,NIRO,BEV,Clean Alternative Fuel Vehicle Eligible,239.0,160675,36.0,144096956,POINT (-122.394937 47.649547),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600.0
5YJ3E1EB0J,King,Redmond,WA,98052.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,100755,45.0,345786549,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJ3E1EA3J,King,Seattle,WA,98109.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,74146,36.0,310565272,POINT (-122.3441532 47.6305366),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006701.0
5YJXCBE4XK,King,Bellevue,WA,98004.0,2019,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,289.0,48919,48.0,344195141,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805.0
1G1FZ6S0XK,King,Des Moines,WA,98198.0,2019,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,54898,33.0,104866534,POINT (-122.3145447 47.3984346),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029001.0
5YJSA1S12E,Yakima,Yakima,WA,98902.0,2014,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,69900,14.0,123446403,POINT (-120.530331 46.59534),PACIFICORP,53077001202.0
5YJ3E1EB5J,King,Seattle,WA,98125.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,118319,46.0,475824849,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700.0
5YJ3E1EAXL,King,Kirkland,WA,98034.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,184112,45.0,207086834,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903.0
5YJ3E1EB1K,King,Kirkland,WA,98034.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,107271,45.0,476661510,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904.0
5YJXCAE2XH,King,Kirkland,WA,98033.0,2017,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,54021,48.0,349535742,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501.0
5YJSA1CG5D,King,Seattle,WA,98112.0,2013,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,69900,43.0,134299098,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300.0
5YJXCDE24J,King,Bellevue,WA,98006.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,118156,41.0,170485815,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704.0
5YJ3E1EB2K,Clark,Camas,WA,98607.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,38661,18.0,233053460,POINT (-122.4220033 45.6092439),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041400.0
5YJXCDE29J,King,Renton,WA,98058.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,55821,11.0,271589874,POINT (-122.1476337 47.4438471),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025702.0
1G1FZ6S03L,King,Seattle,WA,98125.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,178618,46.0,256382948,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001202.0
5YJXCBE45L,King,Bellevue,WA,98008.0,2020,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,293.0,84102,48.0,171217147,POINT (-122.1197677 47.6103472),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022901.0
5YJ3E1EB5L,King,Seattle,WA,98115.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,61286,43.0,9726874,POINT (-122.3008235 47.6862671),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002600.0
5YJXCBE41G,Clark,Vancouver,WA,98686.0,2016,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,68635,17.0,191716878,POINT (-122.626623 45.711724),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040811.0
1G1FX6S00H,King,Redmond,WA,98052.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,55377,48.0,221764644,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606.0
5YJ3E1EB6L,King,Redmond,WA,98052.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,184123,45.0,102997002,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJSA1E48L,Clark,Vancouver,WA,98683.0,2020,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,337.0,130326,17.0,231099067,POINT (-122.515805 45.604689),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041309.0
5YJSA1E23J,King,Renton,WA,98059.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,55594,11.0,475166079,POINT (-122.134502 47.492627),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025101.0
5YJ3E1EB8L,King,Kirkland,WA,98033.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,111606,48.0,115293454,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.0
1G1FZ6S05L,King,Seattle,WA,98119.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,105500,36.0,7822517,POINT (-122.36731 47.6377681),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007002.0
5YJ3E1EBXL,Cowlitz,Kelso,WA,98626.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,136447,20.0,103288153,POINT (-122.8902296 46.1351011),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001700.0
5YJXCDE26L,Yakima,Zillah,WA,98953.0,2020,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,289.0,96411,15.0,104180338,POINT (-120.2658133 46.4063477),PACIFICORP,53077002201.0
5YJ3E1EA6J,Kitsap,Bainbridge Island,WA,98110.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,168126,23.0,209516282,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035091002.0
5YJ3E1EA1K,King,Bellevue,WA,98005.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,78166,41.0,477461218,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500.0
5YJ3E1EB0L,King,Seattle,WA,98178.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,70323,37.0,2019027,POINT (-122.2453 47.499708),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011901.0
5YJ3E1EA2J,King,Kent,WA,98031.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,83551,47.0,340208935,POINT (-122.201564 47.402358),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029407.0
5YJSA1E46G,King,Seattle,WA,98125.0,2016,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,130716,46.0,9949922,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000700.0
1G1FY6S06K,King,Redmond,WA,98052.0,2019,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,34048,48.0,3655515,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605.0
1G1FW6S04J,Thurston,Olympia,WA,98501.0,2018,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,141433,22.0,104610418,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100.0
5YJXCBE2XK,King,Bellevue,WA,98006.0,2019,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,289.0,160328,41.0,292153403,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901.0
1N4BZ1DP4L,King,Federal Way,WA,98003.0,2020,NISSAN,LEAF,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,117083,30.0,128552315,POINT (-122.318442 47.315173),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030102.0
5YJSA1E23K,King,Kirkland,WA,98034.0,2019,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,270.0,140075,45.0,224505774,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903.0
5YJXCAE42K,Thurston,Tenino,WA,98589.0,2019,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,289.0,89059,20.0,8933242,POINT (-122.8527509 46.857663),PUGET SOUND ENERGY INC,53067012620.0
5YJ3E1EA9J,King,Burien,WA,98146.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,96299,34.0,207090432,POINT (-122.3551826 47.5000521),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026700.0
5YJ3E1EA4L,King,Renton,WA,98055.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,43984,11.0,113170249,POINT (-122.2003346 47.4487206),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025805.0
5YJ3E1EB6J,King,Seattle,WA,98119.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,131620,36.0,441946592,POINT (-122.36731 47.6377681),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900.0
5YJ3E1EB2K,King,Redmond,WA,98052.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,38926,45.0,289335511,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJSA1E43K,King,Kirkland,WA,98034.0,2019,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,270.0,117607,45.0,219988492,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021903.0
5YJ3E1EB0K,King,Sammamish,WA,98074.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,162069,45.0,6377010,POINT (-122.0430602 47.6259676),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318.0
5YJXCDE23L,King,Seattle,WA,98125.0,2020,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,289.0,136089,46.0,4625554,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100.0
SADHD2S16K,King,Issaquah,WA,98029.0,2019,JAGUAR,I-PACE,BEV,Clean Alternative Fuel Vehicle Eligible,234.0,120573,5.0,176023676,POINT (-122.0209893 47.5632565),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221.0
5YJ3E1EB9L,Kitsap,Bainbridge Island,WA,98110.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,84654,23.0,9148170,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090902.0
