VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJYGDEE0L,King,Kirkland,WA,98033.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,178306,48.0,127326930,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.0
KM8K23AGXK,King,Seattle,WA,98104.0,2019,HYUNDAI,KONA,BEV,Clean Alternative Fuel Vehicle Eligible,258.0,44901,43.0,192363062,POINT (-122.3276518 47.6018349),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008401.0
1G1FY6S02L,Thurston,Olympia,WA,98501.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,143690,22.0,8868338,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100.0
5YJSA1E21J,King,Newcastle,WA,98056.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,80230,41.0,220810607,POINT (-122.1819876 47.5098889),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704.0
WA1VAAGE6K,King,Bellevue,WA,98004.0,2019,AUDI,E-TRON,BEV,Clean Alternative Fuel Vehicle Eligible,204.0,53280,41.0,251219370,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.0
5YJYGDEE8L,King,Redmond,WA,98052.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,110859,45.0,117441292,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
1G1FZ6S09L,Clark,Vancouver,WA,98682.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,67373,17.0,262459571,POINT (-122.5286031 45.6686601),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713.0
1G1FY6S06L,King,Enumclaw,WA,98022.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,146611,31.0,145686558,POINT (-121.984383 47.2119951),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031400.0
5YJ3E1EA2J,King,Pacific,WA,98047.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,50995,30.0,101013377,POINT (-122.248919 47.264624),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030901.0
5YJ3E1EB3J,King,Seattle,WA,98133.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,137890,46.0,475606708,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000602.0
5YJ3E1EA4K,King,Bellevue,WA,98008.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,106719,48.0,475225607,POINT (-122.1197677 47.6103472),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300.0
5YJ3E1EA3L,Clark,Vancouver,WA,98664.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,173838,49.0,251946460,POINT (-122.575383 45.620105),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041208.0
5YJ3E1EA7K,King,Shoreline,WA,98133.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,131809,32.0,186089438,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020900.0
LPSED3KA6M,King,Seatac,WA,98148.0,2021,POLESTAR,PS2,BEV,Clean Alternative Fuel Vehicle Eligible,233.0,111574,33.0,270859928,POINT (-122.3300442 47.4483434),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028500.0
5YJXCDE27K,King,Kirkland,WA,98034.0,2019,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,289.0,124241,1.0,233873720,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.0
5YJ3E1EB8J,King,Kirkland,WA,98033.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,108238,45.0,474896033,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006.0
5YJ3E1EB4J,King,Kirkland,WA,98034.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,41165,1.0,474079056,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.0
1G1FZ6S01K,King,Seattle,WA,98115.0,2019,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,81842,46.0,175477347,POINT (-122.3008235 47.6862671),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002000.0
KNDCE3LGXL,King,Seattle,WA,98125.0,2020,KIA,NIRO,BEV,Clean Alternative Fuel Vehicle Eligible,239.0,126661,46.0,135070330,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202.0
1N4BZ1DP3L,King,Seattle,WA,98103.0,2020,NISSAN,LEAF,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,94951,43.0,262464863,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005402.0
5YJXCBE27G,King,Kirkland,WA,98033.0,2016,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,96403,48.0,205029891,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701.0
5YJXCDE24J,King,Bellevue,WA,98004.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,76693,41.0,112480826,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901.0
5YJ3E1EB3L,King,Redmond,WA,98052.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,98796,48.0,127356134,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032313.0
5YJ3E1EBXJ,King,Bellevue,WA,98007.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,173118,48.0,4568581,POINT (-122.1436732 47.6157551),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023201.0
5YJ3E1EB0J,Thurston,Olympia,WA,98506.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,110937,22.0,294466007,POINT (-122.86491 47.07503),PUGET SOUND ENERGY INC,53067010200.0
5YJ3E1EB6K,King,Seattle,WA,98103.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,65737,36.0,477575661,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900.0
1G1FW6S06J,King,Seattle,WA,98133.0,2018,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,163890,32.0,218075917,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400.0
5YJ3E1EB4K,King,Maple Valley,WA,98038.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,132796,5.0,251628527,POINT (-122.0310296 47.3861675),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031603.0
5YJXCDE26K,King,Burien,WA,98146.0,2019,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,289.0,175380,34.0,1955208,POINT (-122.3551826 47.5000521),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027600.0
5YJXCBE28J,King,Kirkland,WA,98033.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,149982,48.0,224598426,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701.0
5YJ3E1EC9L,King,Redmond,WA,98052.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,308.0,68251,45.0,2905892,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJ3E1EA1L,King,Bellevue,WA,98005.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,129039,41.0,131356550,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023604.0
5YJ3E1EB5J,King,Kirkland,WA,98034.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,46360,45.0,258617061,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0
5YJSA1H27F,King,Seattle,WA,98146.0,2015,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,56707,34.0,123933701,POINT (-122.3551826 47.5000521),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033012100.0
WA1VABGE0K,King,Kirkland,WA,98034.0,2019,AUDI,E-TRON,BEV,Clean Alternative Fuel Vehicle Eligible,204.0,160277,45.0,256280916,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0
5YJSA1E25G,King,Kirkland,WA,98034.0,2016,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,71759,1.0,181777508,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.0
5YJXCDE27H,King,Kirkland,WA,98033.0,2017,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,183535,48.0,223544765,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701.0
WA1VABGE4K,Clark,Vancouver,WA,98682.0,2019,AUDI,E-TRON,BEV,Clean Alternative Fuel Vehicle Eligible,204.0,45858,17.0,216551751,POINT (-122.5286031 45.6686601),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713.0
SADHD2S16L,Thurston,Olympia,WA,98501.0,2020,JAGUAR,I-PACE,BEV,Clean Alternative Fuel Vehicle Eligible,234.0,95090,20.0,209564106,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067012610.0
1G1FZ6S05K,Thurston,Olympia,WA,98501.0,2019,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,137924,22.0,244451651,POINT (-122.8733203 47.0133209),PUGET SOUND ENERGY INC,53067010100.0
1G1FY6S00L,King,Sammamish,WA,98075.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,60540,41.0,262719243,POINT (-122.0181135 47.5880568),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032215.0
KNDCC3LG2L,King,Kirkland,WA,98033.0,2020,KIA,NIRO,BEV,Clean Alternative Fuel Vehicle Eligible,239.0,91076,45.0,144918385,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402.0
5YJSA4H23F,Clark,Vancouver,WA,98686.0,2015,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,74199,17.0,182788021,POINT (-122.626623 45.711724),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040811.0
5YJ3E1EAXL,King,Kent,WA,98032.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,135771,33.0,231154682,POINT (-122.2612577 47.3821912),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029208.0
1G1FY6S07L,Kitsap,Bainbridge Island,WA,98110.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,172375,23.0,8184501,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090700.0
5YJ3E1EA5J,Clark,Vancouver,WA,98664.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,36449,49.0,133740988,POINT (-122.575383 45.620105),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041208.0
5YJSA1E23J,Clark,Vancouver,WA,98685.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,34424,18.0,349170755,POINT (-122.688741 45.711311),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907.0
5YJSA1E29F,King,Redmond,WA,98052.0,2015,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,46130,45.0,144710730,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJSA1E22J,King,Redmond,WA,98052.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,138797,45.0,474854460,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJXCAE2XL,King,Kirkland,WA,98033.0,2020,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,293.0,97306,45.0,9486333,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402.0
5YJSA1H23F,King,Seattle,WA,98177.0,2015,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,54863,32.0,230008530,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500.0
LPSED3KAXM,King,Seattle,WA,98104.0,2021,POLESTAR,PS2,BEV,Clean Alternative Fuel Vehicle Eligible,233.0,68102,37.0,259033736,POINT (-122.3276518 47.6018349),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009100.0
5YJ3E1EA6J,King,Bellevue,WA,98006.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,86486,41.0,302385982,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901.0
5YJSA1E22G,King,Seattle,WA,98109.0,2016,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,102936,36.0,203319455,POINT (-122.3441532 47.6305366),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007002.0
5YJ3E1EA7J,King,Kirkland,WA,98034.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,62564,45.0,216857455,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0
5YJ3E1EB6L,King,Seattle,WA,98177.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,128944,36.0,6046127,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400.0
5YJSA1H10E,Cowlitz,Silverlake,WA,98645.0,2014,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,69900,20.0,180529100,POINT (-122.7673132 46.3239775),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001800.0
KNDCC3LG8K,King,Renton,WA,98055.0,2019,KIA,NIRO,BEV,Clean Alternative Fuel Vehicle Eligible,239.0,141098,11.0,101913857,POINT (-122.2003346 47.4487206),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029308.0
5YJ3E1EA3J,King,Redmond,WA,98052.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,33573,45.0,333316014,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0
5YJXCAE2XG,King,Bellevue,WA,98005.0,2016,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,49564,48.0,100922916,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701.0
5YJSA1E12H,King,Kent,WA,98030.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,135785,47.0,473672937,POINT (-122.1994204 47.3741045),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602.0
5YJ3E1EB1J,King,Bellevue,WA,98006.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,171937,41.0,254562017,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024904.0
1G1FZ6S05L,Cowlitz,Longview,WA,98632.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,102020,19.0,145668554,POINT (-122.973463 46.15445),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015000902.0
5YJSA1H27F,Kitsap,Bremerton,WA,98312.0,2015,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,118626,26.0,237052427,POINT (-122.6961203 47.5759584),PUGET SOUND ENERGY INC,53035080600.0
WA1LAAGE3K,King,Kirkland,WA,98034.0,2019,AUDI,E-TRON,BEV,Clean Alternative Fuel Vehicle Eligible,204.0,127943,45.0,257836841,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005.0
5YJYGDEF2L,Snohomish,Lake Stevens,WA,98258.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,83774,39.0,109873123,POINT (-122.0816912 48.0122934),PUGET SOUND ENERGY INC,53061053505.0
5YJ3E1EA8K,Clark,Vancouver,WA,98685.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,125387,18.0,236425073,POINT (-122.688741 45.711311),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040910.0
5YJSA1H49F,Jefferson,Port Townsend,WA,98368.0,2015,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,126041,24.0,125807356,POINT (-122.7862046 48.1129794),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950502.0
5YJYGDEEXL,King,Bellevue,WA,98005.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,58623,41.0,112674418,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023603.0
5YJXCBE28G,King,Burien,WA,98166.0,2016,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,57024,34.0,171644889,POINT (-122.3472273 47.4568458),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027600.0
5YJ3E1EB5J,King,Bellevue,WA,98005.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,103615,41.0,345467573,POINT (-122.167394 47.614119),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601.0
1G1FW6S09H,King,Kirkland,WA,98033.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,41564,48.0,348482480,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501.0
5YJSA1E17F,Cowlitz,Woodland,WA,98674.0,2015,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,54912,20.0,6168536,POINT (-122.7050688 45.9237749),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,53015001503.0
5YJ3E1EB5J,King,Kirkland,WA,98034.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,68774,45.0,469671072,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006.0
5YJSA1E18H,Kitsap,Poulsbo,WA,98370.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,145388,23.0,227446726,POINT (-122.6368884 47.7469547),PUGET SOUND ENERGY INC,53035090502.0
5YJ3E1EBXK,Clark,Vancouver,WA,98683.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,100990,17.0,224576999,POINT (-122.515805 45.604689),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041309.0
5YJSA1H18E,King,Seattle,WA,98125.0,2014,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,69900,46.0,188638208,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102.0
5YJYGDEE4L,King,Kirkland,WA,98033.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,75153,48.0,109240148,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702.0
1G1FZ6S02L,Thurston,Tumwater,WA,98512.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,37274,22.0,140172084,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067010910.0
5YJ3E1EB2K,Clark,Vancouver,WA,98683.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,116147,17.0,170400849,POINT (-122.515805 45.604689),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041309.0
5YJ3E1EA7J,King,Kirkland,WA,98033.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,137692,48.0,231013436,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022603.0
5YJXCBE25G,King,Renton,WA,98059.0,2016,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,137215,11.0,476651479,POINT (-122.134502 47.492627),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602.0
5YJ3E1EB1J,King,Seattle,WA,98133.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,56629,46.0,142804056,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001300.0
5YJYGDEE4L,King,Covington,WA,98042.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,171474,47.0,127190115,POINT (-122.1145138 47.3581107),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031705.0
5YJXCAE2XJ,King,Kirkland,WA,98034.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,94219,45.0,180325379,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006.0
1G1FX6S04H,King,Bellevue,WA,98008.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,166826,48.0,286385088,POINT (-122.1197677 47.6103472),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023403.0
1G1FZ6S02K,King,Seattle,WA,98102.0,2019,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,68910,43.0,268512702,POINT (-122.3212726 47.6296532),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006100.0
5YJSA1E28L,King,Seattle,WA,98104.0,2020,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,330.0,99120,43.0,109994643,POINT (-122.3276518 47.6018349),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008102.0
5YJYGDEF9L,King,Redmond,WA,98052.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,109713,45.0,114604941,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324.0
5YJSA1E24H,King,Seattle,WA,98177.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,100411,32.0,252478096,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500.0
5YJSA1E22J,Clark,Vancouver,WA,98661.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,183429,49.0,322213972,POINT (-122.6238365 45.6456491),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011042700.0
5YJSA1E45H,Thurston,Olympia,WA,98512.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,85416,35.0,152371775,POINT (-122.957046 46.991391),PUGET SOUND ENERGY INC,53067011821.0
5YJ3E1EAXJ,King,Seattle,WA,98107.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,56545,36.0,211679793,POINT (-122.3788863 47.6702397),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003301.0
5YJXCBE41G,Clark,Vancouver,WA,98686.0,2016,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,146747,17.0,106224898,POINT (-122.626623 45.711724),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040811.0
5YJ3E1EB2J,King,Kirkland,WA,98034.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,128543,45.0,475440514,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0
5YJSA1E25H,King,Seattle,WA,98122.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,99305,37.0,127459650,POINT (-122.3128637 47.6104992),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800.0
5YJ3E1EB6L,Clark,Vancouver,WA,98686.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,73798,17.0,170323317,POINT (-122.626623 45.711724),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040811.0
1G1FY6S04K,King,Issaquah,WA,98027.0,2019,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,93572,5.0,477349883,POINT (-122.0402383 47.5276876),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006.0
5YJSA1E22G,King,Seattle,WA,98112.0,2016,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,55437,43.0,115790993,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500.0
KNDCC3LG3L,Kitsap,Bainbridge Island,WA,98110.0,2020,KIA,NIRO,BEV,Clean Alternative Fuel Vehicle Eligible,239.0,169539,23.0,167248826,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090800.0
5YJ3E1EA0K,King,Seattle,WA,98116.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,54856,34.0,178981680,POINT (-122.395519 47.572137),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009600.0
